Text	Category
Başvurumuz yerleşim alanının ana bağlantı noktasında görülen dere geçişindeki menfezin tıkanması hakkındadır. Son günlerde sorun belirgin biçimde arttı. Özellikle çocuklar, yaşlılar ve servis araçları bu durumdan doğrudan etkileniyor. Fotoğraf, belge veya konum bilgisi gerektiğinde paylaşılabilir. Saha ekibinin yerinde inceleme yaparak gerekli bakım ve onarımı tamamlamasını istiyoruz.	Köprü, Menfez ve İstinat
Başvurumuz belediye borcu, vergi, harç veya ödeme kaydında görülen gecikme zammının sorulması hakkındadır. Son günlerde sorun belirgin biçimde arttı. Tutarın hangi döneme ait olduğu anlaşılamadığı için itiraz süresi riske giriyor. İlk kez resmi başvuru yapılıyor ve açık bir yönlendirme bekleniyor. Mali kayıtların ve işlem hareketlerinin incelenmesini istiyoruz.	Borç ve Tahsilat
Gürpınar tarafında belediye tesisindeki internet kullanımında ağ bağlantısının sık kopması konusu çözüm bekliyor. Son birkaç gündür aynı konu tekrar tekrar bildiriliyor. Farklı cihazlarda aynı hata tekrar ettiği için hizmete erişim kesiliyor. Geçici bir işlem yapılmış olsa da problem yeniden ortaya çıktı. Sorunun kaynağı ve çözüm durumu hakkında kullanıcıya bilgi verilmesini rica ediyoruz.	İnternet ve Ağ Hizmetleri
Erciş tarafında küçük üreticilerin ortak kullandığı alanda yerel ürünler için satış alanı istenmesi konusu çözüm bekliyor. Yaklaşık bir aydır aynı problem yaşanıyor. Üreticiler mevcut destek ve hizmetlerden nasıl yararlanacağını bilmiyor. İlgili kanala daha önce başvurulduğu halde geri dönüş alınamadı. Üreticilerin sürdürülebilir biçimde faaliyet gösterebilmesi için gerekli desteği rica ediyoruz.	Üretici Desteği
Sahibi bilinmeyen araç kaldırılmalı. Dar bir sokakta araç uzun süredir terk edilmiş durumda ve kime ait olduğu bilinmiyor. Araç park ve geçiş alanını kapatıyor. Aracın durumunun incelenerek kaldırılmasını talep ediyoruz.	Terk Edilmiş ve Hurda Araçlar
Başvurumuz çocuk, genç ve yetişkinlerin katıldığı programda görülen kurs merkezine erişim sorunu hakkındadır. Son birkaç gündür aynı konu tekrar tekrar bildiriliyor. Başvuru sistemi ve program saatleri kullanıcıları mağdur ediyor. Fotoğraf, belge veya konum bilgisi gerektiğinde paylaşılabilir. Program, kayıt ve kullanım koşullarının düzenlenmesini istiyoruz.	Kurs ve Eğitim
Erciş tarafında belediye sağlık hizmeti alınması gereken durumda sedye ile taşınması gereken hasta olması konusu çözüm bekliyor. Bu durum iki haftadır sonuçlanmadı. Hasta ve yakınları uygun araç veya destek bulunmadığından zorlanıyor. Başvuru sahipleri sürecin hangi aşamada olduğunu öğrenemiyor. Sağlık ihtiyacının değerlendirilerek uygun hizmetin planlanmasını istiyoruz.	Hasta Nakli
Mezarlık ve cenaze hizmetinin zamanında planlanması gereken durumda yürüyüş yollarının bakımsız olması nedeniyle mağduriyet yaşanıyor. Süreç geciktiği için aile büyük bir belirsizlik ve mağduriyet yaşıyor. Aileye süreç, belge ve zamanlama hakkında açık bilgi verilmesini talep ediyoruz.	Mezarlık Bakım ve Temizliği
Gevaş tarafında vatandaşların kendi imkânlarıyla müdahale edemediği durumda göçükte kurtarma ihtiyacı konusu çözüm bekliyor. Sorun yaklaşık üç gündür devam ediyor. Durum zaman kritik olduğu için hızlı koordinasyon gerekiyor. Başvuru sahipleri sürecin hangi aşamada olduğunu öğrenemiyor. Can güvenliği sağlanarak profesyonel müdahale yapılmasını talep ediyoruz.	Kurtarma ve Acil Müdahale
Başvurumuz konutların ve ortak kullanım alanlarının bulunduğu bölgede görülen gece ilaçlamasının yetersiz olması hakkındadır. Bu durum iki haftadır sonuçlanmadı. Çocuklar, hayvanlar ve çevrede yaşayanlar olumsuz etkileniyor. Fotoğraf, belge veya konum bilgisi gerektiğinde paylaşılabilir. İlgili ekiplerin çevre ve halk sağlığı yönünden inceleme yapmasını rica ediyoruz.	İlaçlama
Vatandaşlar aile için hassas ve zaman kritik olan başvuruda defin ruhsatında sorun yaşanması konusunda destek talep ediyor. Son birkaç gündür aynı konu tekrar tekrar bildiriliyor. Hizmetin hassasiyet ve saygı içinde hızlı yürütülmesi gerekiyor. Geçici bir işlem yapılmış olsa da problem yeniden ortaya çıktı. Aileye süreç, belge ve zamanlama hakkında açık bilgi verilmesini talep ediyoruz.	Defin ve Mezarlık İşlemleri
İşletme dubalarla alan ayırıyor. Okul ve toplu taşıma durağı yakınında dükkân sahibi kamusal alanı dubalarla kendi kullanımına kapatıyor. Tekerlekli sandalye ve bebek arabasıyla geçiş mümkün olmuyor. Ekiplerin yerinde kontrol yaparak kamusal alan düzenini sağlamasını rica ediyoruz.	Kaldırım ve Kamusal Alan İşgali
Gübre veya girdi desteği talep edilmesi. Başvurumuz küçük üreticilerin ortak kullandığı alanda görülen gübre veya girdi desteği talep edilmesi hakkındadır. Sorun devam ederse sezonluk gelir ve kırsal yaşam doğrudan etkilenecek. Sorunun ilgili ekiplerce yerinde incelenmesini ve kalıcı biçimde giderilmesini talep ediyoruz.	Tarımsal Destek
Hat numarası tabelada görünmüyor. Şehir merkezindeki bekleme alanında duraktan geçen otobüs hatları belirtilmemiş. Yolcular doğru hat ve saati belirleyemiyor. Bekleme alanının bakımının yapılmasını istiyorum.	Otobüs Durağı
Başkale tarafında küçük üreticilerin ortak kullandığı alanda yerel ürün organizasyonu talep edilmesi konusu çözüm bekliyor. Yaklaşık bir aydır aynı problem yaşanıyor. Küçük üreticiler gerekli altyapı, girdi veya pazara erişim imkânına ulaşamıyor. Fotoğraf, belge veya konum bilgisi gerektiğinde paylaşılabilir. Üretim ihtiyacının yerinde değerlendirilmesini ve uygun destek sağlanmasını istiyoruz.	Üretici Desteği
Çaldıran ilçesinde kamusal düzenin korunması gereken noktada fiyat etiketi bulunmaması. Son günlerde sorun belirgin biçimde arttı. Vatandaşlar kurallara aykırı uygulama nedeniyle mağduriyet yaşıyor. İlgili kanala daha önce başvurulduğu halde geri dönüş alınamadı. Kamusal düzen ve vatandaş güvenliği için sorunun giderilmesini rica ediyoruz.	Denetim
İmar planı değişikliği hakkında bilgi. Belediyedeki plan bilgisi başvurusunda bölgedeki plan kararının güncel durumu öğrenilmek isteniyor. Başvurunun sonuçlandırılmasını rica ediyoruz. Bu aşama yapı ruhsatı başvurusu değil, ruhsattan önceki imar ve plan bilgisidir.	İmar Durumu
Başvurumuz ödeme sonrasında oluşan kayıt uyuşmazlığında görülen gecikme zammının sorulması hakkındadır. Yaklaşık bir aydır aynı problem yaşanıyor. Ödeme yapılmasına rağmen borç kapanmadığı için işlem tamamlanamıyor. Daha önce sözlü bildirim yapıldı ancak kalıcı çözüm sağlanmadı. Hatalı kayıt varsa düzeltilmesini ve vatandaşa resmi geri dönüş yapılmasını rica ediyoruz.	Borç ve Tahsilat
Resmi işlem tamamlanmadan önce parsel koordinatının istenmesi. Resmi işlem tamamlanmadan önce parsel koordinatının istenmesi nedeniyle mağduriyet yaşanıyor. Farklı kaynaklardan çelişkili bilgi alındığı için konu netleştirilemiyor. Sorunun ilgili ekiplerce yerinde incelenmesini ve kalıcı biçimde giderilmesini talep ediyoruz.	Harita ve Parsel
Başkale ilçesinde taşınmaz veya işleme ilişkin belediye kayıtlarında iş yerinin ruhsatlı olup olmadığının sorulması. Yaklaşık bir aydır aynı problem yaşanıyor. Belge ve kayıt belirsizliği nedeniyle vatandaş zaman ve hak kaybı yaşayabileceğini düşünüyor. İlgili kanala daha önce başvurulduğu halde geri dönüş alınamadı. Kayıtların incelenerek işlemin mevzuata uygun biçimde sonuçlandırılmasını talep ediyoruz.	Ruhsat
Erciş ilçesinde çocuk, genç ve yetişkinlerin katıldığı programda organizasyon kayıt bilgisinin sorulması. Yaklaşık bir aydır aynı problem yaşanıyor. Başvuru sistemi ve program saatleri kullanıcıları mağdur ediyor. Daha önce sözlü bildirim yapıldı ancak kalıcı çözüm sağlanmadı. Program, kayıt ve kullanım koşullarının düzenlenmesini istiyoruz.	Etkinlikler
Erciş tarafında mahalle parkı ve ortak dinlenme alanında meydan düzenlemesinin bakımsız görünmesi konusu çözüm bekliyor. Aileler ve çocuklar güvenlik kaygısıyla bölgeyi kullanmaktan kaçınıyor. Düzenli bakım programına alınarak kalıcı çözüm sağlanmasını rica ediyoruz.	Peyzaj ve Kent Estetiği
Özalp ilçesinde farklı birimler arasında yönlendirme gereken başvuruda mevcut uygulamaya görüş bildirilmesi. Uzun süredir çözüm beklenmesine rağmen ilerleme sağlanmadı. Başvuru sürekli farklı kanallara yönlendirildiği için zaman kaybı yaşanıyor. İlk kez resmi başvuru yapılıyor ve açık bir yönlendirme bekleniyor. İlgili birimden açık ve resmi geri dönüş yapılmasını talep ediyoruz.	Öneri ve Görüş
Vatandaşlar çocukların ve ailelerin sık kullandığı açık alanda evsel çöplerin toplanmaması konusunda destek talep ediyor. Müdahale geciktikçe kirlilik ve halk sağlığı riski büyüyor. Alanının kontrol edilip tekrarını önleyecek kalıcı önlem alınmasını talep ediyoruz.	Çöp ve Atık
Çocuk, kadın, yaşlı veya engelli bireyin bulunduğu ailede gelir yetersizliği nedeniyle destek istenmesi. Çocuk, kadın, yaşlı veya engelli bireyin bulunduğu ailede gelir yetersizliği nedeniyle destek istenmesi nedeniyle mağduriyet yaşanıyor. Sorunun ilgili ekiplerce yerinde incelenmesini ve kalıcı biçimde giderilmesini talep ediyoruz.	Sosyal Yardım
Başvurumuz bakım bekleyen yeşil ve rekreasyon alanında görülen çöp kutusu veya bariyerin zarar görmesi hakkındadır. Son günlerde sorun belirgin biçimde arttı. Kamusal alanın görünümü ve kullanım kalitesi belirgin biçimde bozuluyor. Fotoğraf, belge veya konum bilgisi gerektiğinde paylaşılabilir. Kırık veya işlevsiz unsurların yenilenmesini ve alanın güvenli hale getirilmesini talep ediyoruz.	Kent Mobilyası
Vatandaşlar günlük işe ve okula gidiş geliş sırasında tek yön düzeninin karışıklık yaratması konusunda destek talep ediyor. Yol kaplamasında sorun yoktur; tehlike trafik ışığı ve geçiş düzeninden kaynaklanmaktadır. Öğrenci, yaşlı ve çalışanların günlük ulaşım planı aksıyor. İlgili sistem, araç veya fiziki alanın kontrol edilip sorunun giderilmesini talep ediyoruz. Konunun doğru hizmet alanında değerlendirilerek başvuru sahibine geri dönüş yapılmasını rica ediyoruz.	Trafik Düzenleme ve Sinyalizasyon
Telefon ve bilgisayardan tekrar edilen işlemde belediye tesisinde internetin kesilmesi nedeniyle mağduriyet yaşanıyor. Sorun yaklaşık üç gündür devam ediyor. Ödeme, sorgulama veya belge işlemi yarıda kalıyor. Fotoğraf, belge veya konum bilgisi gerektiğinde paylaşılabilir. Hesap, uygulama veya ağ bağlantısının kontrol edilmesini talep ediyoruz.	İnternet ve Ağ Hizmetleri
Gevaş tarafında son ödeme ve itiraz süresi devam eden dosyada ödeme emrine itiraz edilmesi. Gevaş tarafında son ödeme ve itiraz süresi devam eden dosyada ödeme emrine itiraz edilmesi konusu çözüm bekliyor. Yanlış veya belirsiz kayıt nedeniyle vatandaş maddi mağduriyet yaşıyor. Sorunun ilgili ekiplerce yerinde incelenmesini ve kalıcı biçimde giderilmesini talep ediyoruz.	Borç ve Tahsilat
Otobüsler sürekli gecikiyor. Sefer saatlerine düzenli biçimde uyulmuyor. Şehir merkezi ile mahalle arasındaki hatta bu nedenle sorun daha belirgin hâle geliyor. Yolcular uzun süre bekliyor ve günlük planları aksıyor. Hat planlamasının yolcu yoğunluğuna göre güncellenmesini rica ediyoruz.	Toplu Taşıma
İpekyolu tarafında parsel, bina veya kullanım bedeliyle ilgili işlemde boş belediye mülkünün bakım sorunu. Mülkiyet veya kullanım durumu netleşmediği için vatandaş işlem yapamıyor. Sorunun ilgili ekiplerce yerinde incelenmesini ve kalıcı biçimde giderilmesini talep ediyoruz.	Belediye Taşınmazları
Taksi kısa mesafe yolcu almıyor. Okul ve iş çıkış saatlerinde duraktaki taksiler kısa mesafe olduğu gerekçesiyle yolcu taşımayı reddediyor. Bu konu belediye otobüs seferinden değil, ticari taşıma aracının denetiminden kaynaklanıyor. Durak, güzergâh ve ücret uygulamasının kontrol edilmesini talep ediyoruz.	Ticari Taşımacılık
Tuşba tarafında konutların ve ortak kullanım alanlarının bulunduğu bölgede evsel çöplerin toplanmaması konusu çözüm bekliyor. Koku, görüntü, hijyen veya sağlık açısından ciddi rahatsızlık oluşuyor. İlgili ekiplerin çevre ve halk sağlığı yönünden inceleme yapmasını rica ediyoruz.	Çöp ve Atık
Bakımevi kayıt bilgisinin istenmesi. Çocuklar ve çevrede yaşayanlar endişe duyarken hayvan da korunmasız kalıyor. Sorunun ilgili ekiplerce yerinde incelenmesini ve kalıcı biçimde giderilmesini talep ediyoruz.	Barınak ve Kısırlaştırma
Gevaş tarafında zaman kaybının riski artırdığı olayda çatıda alev ve yoğun duman görülmesi konusu çözüm bekliyor. Durum zaman kritik olduğu için hızlı koordinasyon gerekiyor. Can güvenliği sağlanarak profesyonel müdahale yapılmasını talep ediyoruz.	Yangın
E-belediye hesabı ve dijital hizmet ekranında online başvuru formunun gönderilememesi nedeniyle mağduriyet yaşanıyor. Son birkaç gündür aynı konu tekrar tekrar bildiriliyor. Vatandaş işlemini tamamlayamıyor ve başvurunun oluşup oluşmadığını göremiyor. Başvuru sahipleri sürecin hangi aşamada olduğunu öğrenemiyor. Teknik hatanın incelenerek sistemin yeniden çalışır hale getirilmesini istiyoruz.	Dijital Hizmet ve Uygulama Sorunları
Erciş tarafında dere, park, sokak veya boş arazi çevresinde evsel çöplerin toplanmaması konusu çözüm bekliyor. Bu durum iki haftadır sonuçlanmadı. Koku, görüntü, hijyen veya sağlık açısından ciddi rahatsızlık oluşuyor. Geçici bir işlem yapılmış olsa da problem yeniden ortaya çıktı. İlgili ekiplerin çevre ve halk sağlığı yönünden inceleme yapmasını rica ediyoruz.	Çöp ve Atık
Başvurumuz mahalle parkı ve ortak dinlenme alanında görülen kamusal alanda görsel bütünlüğün bozulması hakkındadır. Sorun yalnızca sulama arızası veya tek bir bank değil, alanın genel peyzaj ve görsel düzenidir. Kırık veya bakımsız unsurlar yaralanma ve düşme riski oluşturuyor. Bakım, onarım ve çevre düzenlemesinin yerinde yapılmasını istiyoruz. Konunun doğru hizmet alanında değerlendirilerek başvuru sahibine geri dönüş yapılmasını rica ediyoruz.	Peyzaj ve Kent Estetiği
Acil ekipman ve uzman müdahalesi gereken durumda kazada araç içinde kişi sıkışması nedeniyle mağduriyet yaşanıyor. Durum zaman kritik olduğu için hızlı koordinasyon gerekiyor. Acil ekibin derhal olay yerine yönlendirilmesini istiyoruz.	Kurtarma ve Acil Müdahale
Tuşba ilçesinde kayıt ve etkinlik döneminde spor tesisine kayıt yapılamaması. Son birkaç gündür aynı konu tekrar tekrar bildiriliyor. Kontenjan, mekân veya duyuru eksikliği katılımı azaltıyor. Geçici bir işlem yapılmış olsa da problem yeniden ortaya çıktı. Katılım bilgisinin açık biçimde paylaşılmasını ve erişim sorununun çözülmesini rica ediyoruz.	Spor Hizmetleri
Erciş tarafında mahalle içindeki yoğun kullanılan güzergâhta yüksek kesimde kar birikmesinin ulaşımı engellemesi. Erciş tarafında mahalle içindeki yoğun kullanılan güzergâhta yüksek kesimde kar birikmesinin ulaşımı engellemesi konusu çözüm bekliyor. Yağışlı ve yoğun saatlerde sorun daha tehlikeli hale geliyor. Sorunun ilgili ekiplerce yerinde incelenmesini ve kalıcı biçimde giderilmesini talep ediyoruz.	Kar ve Buzlanma
Eksik tartı kullanıldığı düşünülüyor. Gıda satışı yapılan iş yerinde pazar esnafının ölçü ve tartı uygulamasından şüphe ediliyor. Fiyat, etiket ve ölçü uygulamalarının kontrol edilmesini istiyorum. Fiyat ve hizmet koşulları şeffaf biçimde uygulanmıyor.	Denetim
Gevaş tarafında devam eden başvuru ve belge sürecinde parsel koordinatının istenmesi konusu çözüm bekliyor. Son günlerde sorun belirgin biçimde arttı. Belge ve kayıt belirsizliği nedeniyle vatandaş zaman ve hak kaybı yaşayabileceğini düşünüyor. İlgili kanala daha önce başvurulduğu halde geri dönüş alınamadı. Dosyanın güncel durumunun ve gerekli belgelerin açıkça bildirilmesini istiyoruz.	Harita ve Parsel
